source_id,slug,title,corpus,open
jw-letter-1776-06-to-alexander-knox,jw/letters/1776/06-to-alexander-knox,06 To Alexander Knox,jw-letters,True
jw-letter-1776-07-to-mary-bishop,jw/letters/1776/07-to-mary-bishop,07 To Mary Bishop,jw-letters,True
jw-letter-1776-08-to-matthew-mayer,jw/letters/1776/08-to-matthew-mayer,08 To Matthew Mayer,jw-letters,True
jw-letter-1776-09-to-christopher-hopper,jw/letters/1776/09-to-christopher-hopper,09 To Christopher Hopper,jw-letters,True
jw-letter-1776-10-to-miss-march,jw/letters/1776/10-to-miss-march,10 To Miss March,jw-letters,True
jw-letter-1776-11-to-john-mason,jw/letters/1776/11-to-john-mason,11 To John Mason,jw-letters,True
jw-letter-1776-12-to-joseph-benson,jw/letters/1776/12-to-joseph-benson,12 To Joseph Benson,jw-letters,True
jw-letter-1776-13-to-miss-march,jw/letters/1776/13-to-miss-march,13 To Miss March,jw-letters,True
jw-letter-1776-14-to-thomas-rutherford,jw/letters/1776/14-to-thomas-rutherford,14 To Thomas Rutherford,jw-letters,True
jw-letter-1776-15-to-mrs-woodhouse,jw/letters/1776/15-to-mrs-woodhouse,15 To Mrs Woodhouse,jw-letters,True
jw-letter-1776-16-to-samuel-bradburn,jw/letters/1776/16-to-samuel-bradburn,16 To Samuel Bradburn,jw-letters,True
jw-letter-1776-17-to-robert-costerdine,jw/letters/1776/17-to-robert-costerdine,17 To Robert Costerdine,jw-letters,True
jw-letter-1776-18-to-alexander-knox,jw/letters/1776/18-to-alexander-knox,18 To Alexander Knox,jw-letters,True
jw-letter-1776-19-to-christ-alone-resolved-to-live,jw/letters/1776/19-to-christ-alone-resolved-to-live,19 To Christ Alone Resolved To Live,jw-letters,True
jw-letter-1776-20-to-robert-costerdine,jw/letters/1776/20-to-robert-costerdine,20 To Robert Costerdine,jw-letters,True
jw-letter-1776-21-to-mary-bishop,jw/letters/1776/21-to-mary-bishop,21 To Mary Bishop,jw-letters,True
jw-letter-1776-22-to-mrs-hall,jw/letters/1776/22-to-mrs-hall,22 To Mrs Hall,jw-letters,True
jw-letter-1776-23-to-samuel-bradburn,jw/letters/1776/23-to-samuel-bradburn,23 To Samuel Bradburn,jw-letters,True
jw-letter-1776-24-to-james-barry,jw/letters/1776/24-to-james-barry,24 To James Barry,jw-letters,True
jw-letter-1776-25-to-mr-james-barry-at-the-preaching-house,jw/letters/1776/25-to-mr-james-barry-at-the-preaching-house,25 To Mr James Barry At The Preaching House,jw-letters,True
jw-letter-1776-26-to-hester-ann-roe,jw/letters/1776/26-to-hester-ann-roe,26 To Hester Ann Roe,jw-letters,True
jw-letter-1776-27-to-mrs-freeman,jw/letters/1776/27-to-mrs-freeman,27 To Mrs Freeman,jw-letters,True
jw-letter-1776-28-to-ann-bolton,jw/letters/1776/28-to-ann-bolton,28 To Ann Bolton,jw-letters,True
jw-letter-1776-29-to-christopher-hopper,jw/letters/1776/29-to-christopher-hopper,29 To Christopher Hopper,jw-letters,True
jw-letter-1776-30-to-mr-hopper-at-the-preaching-house,jw/letters/1776/30-to-mr-hopper-at-the-preaching-house,30 To Mr Hopper At The Preaching House,jw-letters,True
jw-letter-1776-31-to-alexander-knox,jw/letters/1776/31-to-alexander-knox,31 To Alexander Knox,jw-letters,True
jw-letter-1776-32-to-miss-j-c-march,jw/letters/1776/32-to-miss-j-c-march,32 To Miss J C March,jw-letters,True
jw-letter-1776-33-to-john-fletcher,jw/letters/1776/33-to-john-fletcher,33 To John Fletcher,jw-letters,True
jw-letter-1776-34-to-hester-ann-roe,jw/letters/1776/34-to-hester-ann-roe,34 To Hester Ann Roe,jw-letters,True
jw-letter-1776-35-to-mrs-hall,jw/letters/1776/35-to-mrs-hall,35 To Mrs Hall,jw-letters,True
jw-letter-1776-36-to-william-severn,jw/letters/1776/36-to-william-severn,36 To William Severn,jw-letters,True
jw-letter-1776-37-to-isaac-andrews,jw/letters/1776/37-to-isaac-andrews,37 To Isaac Andrews,jw-letters,True
jw-letter-1776-38-to-james-barry,jw/letters/1776/38-to-james-barry,38 To James Barry,jw-letters,True
jw-letter-1776-39-to-mr-james-barry-at-the-preaching-,jw/letters/1776/39-to-mr-james-barry-at-the-preaching-,39 To Mr James Barry At The Preaching ,jw-letters,True
jw-letter-1776-40-to-elizabeth-ritchie,jw/letters/1776/40-to-elizabeth-ritchie,40 To Elizabeth Ritchie,jw-letters,True
jw-letter-1776-41-to-joseph-benson,jw/letters/1776/41-to-joseph-benson,41 To Joseph Benson,jw-letters,True
jw-letter-1776-42-to-mrs-downes-dorothy-furly,jw/letters/1776/42-to-mrs-downes-dorothy-furly,42 To Mrs Downes Dorothy Furly,jw-letters,True
jw-letter-1776-43-to-mrs-dickinson,jw/letters/1776/43-to-mrs-dickinson,43 To Mrs Dickinson,jw-letters,True
jw-letter-1776-44-to-penelope-newman,jw/letters/1776/44-to-penelope-newman,44 To Penelope Newman,jw-letters,True
jw-letter-1776-45-to-john-crook,jw/letters/1776/45-to-john-crook,45 To John Crook,jw-letters,True
jw-letter-1776-46-to-dr-ford,jw/letters/1776/46-to-dr-ford,46 To Dr Ford,jw-letters,True
jw-letter-1776-47-to-elizabeth-ritchie,jw/letters/1776/47-to-elizabeth-ritchie,47 To Elizabeth Ritchie,jw-letters,True
jw-letter-1776-48-to-the-officer-of-excise,jw/letters/1776/48-to-the-officer-of-excise,48 To The Officer Of Excise,jw-letters,True
jw-letter-1776-49-to-thomas-carlill,jw/letters/1776/49-to-thomas-carlill,49 To Thomas Carlill,jw-letters,True
jw-letter-1776-50-to-hester-ann-roe,jw/letters/1776/50-to-hester-ann-roe,50 To Hester Ann Roe,jw-letters,True
jw-letter-1776-51-to-elizabeth-ritchie,jw/letters/1776/51-to-elizabeth-ritchie,51 To Elizabeth Ritchie,jw-letters,True
jw-letter-1776-52-to-mrs-downes,jw/letters/1776/52-to-mrs-downes,52 To Mrs Downes,jw-letters,True
jw-letter-1776-53-to-hester-ann-roe,jw/letters/1776/53-to-hester-ann-roe,53 To Hester Ann Roe,jw-letters,True
jw-letter-1776-54-to-members-and-friends-of-the-methodist-societies,jw/letters/1776/54-to-members-and-friends-of-the-methodist-societies,54 To Members And Friends Of The Methodist Societies,jw-letters,True
jw-letter-1776-55-to-joseph-benson,jw/letters/1776/55-to-joseph-benson,55 To Joseph Benson,jw-letters,True
jw-letter-1776-56-to-mrs-johnston-annandale-lisleen,jw/letters/1776/56-to-mrs-johnston-annandale-lisleen,56 To Mrs Johnston Annandale Lisleen,jw-letters,True
jw-letter-1776-57-to-samuel-bardsley,jw/letters/1776/57-to-samuel-bardsley,57 To Samuel Bardsley,jw-letters,True
jw-letter-1776-58-to-mr-samuel-bardsley-at,jw/letters/1776/58-to-mr-samuel-bardsley-at,58 To Mr Samuel Bardsley At,jw-letters,False
jw-letter-1776-59-to-francis-wolfe,jw/letters/1776/59-to-francis-wolfe,59 To Francis Wolfe,jw-letters,True
jw-letter-1776-60-to-joseph-benson,jw/letters/1776/60-to-joseph-benson,60 To Joseph Benson,jw-letters,True
jw-letter-1776-61-to-elizabeth-ritchie,jw/letters/1776/61-to-elizabeth-ritchie,61 To Elizabeth Ritchie,jw-letters,True
jw-letter-1776-62-to-john-mason,jw/letters/1776/62-to-john-mason,62 To John Mason,jw-letters,True
jw-letter-1776-63-to-thomas-carlill,jw/letters/1776/63-to-thomas-carlill,63 To Thomas Carlill,jw-letters,True
jw-letter-1776-64-to-joseph-benson,jw/letters/1776/64-to-joseph-benson,64 To Joseph Benson,jw-letters,True
jw-letter-1776-65-to-william-minethorp,jw/letters/1776/65-to-william-minethorp,65 To William Minethorp,jw-letters,True
jw-letter-1776-66-to-hannah-ball,jw/letters/1776/66-to-hannah-ball,66 To Hannah Ball,jw-letters,True
jw-letter-1776-67-to-thomas-rutherford,jw/letters/1776/67-to-thomas-rutherford,67 To Thomas Rutherford,jw-letters,True
jw-letter-1776-68-to-penelope-newman,jw/letters/1776/68-to-penelope-newman,68 To Penelope Newman,jw-letters,True
jw-letter-1776-69-to-mrs-bennis,jw/letters/1776/69-to-mrs-bennis,69 To Mrs Bennis,jw-letters,True
jw-letter-1776-70-to-joseph-benson,jw/letters/1776/70-to-joseph-benson,70 To Joseph Benson,jw-letters,True
jw-letter-1776-71-to-mary-bishop,jw/letters/1776/71-to-mary-bishop,71 To Mary Bishop,jw-letters,True
jw-letter-1776-72-to-robert-costerdine,jw/letters/1776/72-to-robert-costerdine,72 To Robert Costerdine,jw-letters,True
jw-letter-1776-73-to-mr-robert-costerdine-at-the-rev-mr-wesleys,jw/letters/1776/73-to-mr-robert-costerdine-at-the-rev-mr-wesleys,73 To Mr Robert Costerdine At The Rev Mr Wesleys,jw-letters,True
jw-letter-1777-01-to-joseph-benson,jw/letters/1777/01-to-joseph-benson,01 To Joseph Benson,jw-letters,True
jw-letter-1777-02-to-francis-wolfe,jw/letters/1777/02-to-francis-wolfe,02 To Francis Wolfe,jw-letters,True
jw-letter-1777-03-to-mr-wolfe-at-mr-walters,jw/letters/1777/03-to-mr-wolfe-at-mr-walters,03 To Mr Wolfe At Mr Walters,jw-letters,True
jw-letter-1777-04-to-thomas-wride,jw/letters/1777/04-to-thomas-wride,04 To Thomas Wride,jw-letters,True
jw-letter-1777-05-to-mrs-woodhouse,jw/letters/1777/05-to-mrs-woodhouse,05 To Mrs Woodhouse,jw-letters,True
jw-letter-1777-06-to-christopher-hopper,jw/letters/1777/06-to-christopher-hopper,06 To Christopher Hopper,jw-letters,True
jw-letter-1777-07-to-mr-hopper-at-the-preaching-house,jw/letters/1777/07-to-mr-hopper-at-the-preaching-house,07 To Mr Hopper At The Preaching House,jw-letters,True
jw-letter-1777-08-to-samuel-bardsley,jw/letters/1777/08-to-samuel-bardsley,08 To Samuel Bardsley,jw-letters,True
jw-letter-1777-09-to-joseph-benson,jw/letters/1777/09-to-joseph-benson,09 To Joseph Benson,jw-letters,True
jw-letter-1777-10-to-mrs-johnston-annandale-lisleen,jw/letters/1777/10-to-mrs-johnston-annandale-lisleen,10 To Mrs Johnston Annandale Lisleen,jw-letters,True
jw-letter-1777-11-to-robert-costerdine,jw/letters/1777/11-to-robert-costerdine,11 To Robert Costerdine,jw-letters,True
jw-letter-1777-12-to-mrs-barton,jw/letters/1777/12-to-mrs-barton,12 To Mrs Barton,jw-letters,True
jw-letter-1777-13-to-samuel-bradburn,jw/letters/1777/13-to-samuel-bradburn,13 To Samuel Bradburn,jw-letters,True
jw-letter-1777-14-to-joseph-benson,jw/letters/1777/14-to-joseph-benson,14 To Joseph Benson,jw-letters,True
jw-letter-1777-15-to-hannah-ball,jw/letters/1777/15-to-hannah-ball,15 To Hannah Ball,jw-letters,True
jw-letter-1777-16-to-mary-bishop,jw/letters/1777/16-to-mary-bishop,16 To Mary Bishop,jw-letters,True
jw-letter-1777-17-to-christopher-hopper,jw/letters/1777/17-to-christopher-hopper,17 To Christopher Hopper,jw-letters,True
jw-letter-1777-18-to-alexander-knox,jw/letters/1777/18-to-alexander-knox,18 To Alexander Knox,jw-letters,True
jw-letter-1777-19-to-mrs-johnston-annandale-lisleen,jw/letters/1777/19-to-mrs-johnston-annandale-lisleen,19 To Mrs Johnston Annandale Lisleen,jw-letters,True
jw-letter-1777-20-to-ann-bolton,jw/letters/1777/20-to-ann-bolton,20 To Ann Bolton,jw-letters,True
jw-letter-1777-21-to-penelope-newman,jw/letters/1777/21-to-penelope-newman,21 To Penelope Newman,jw-letters,True
jw-letter-1777-22-to-miss-march,jw/letters/1777/22-to-miss-march,22 To Miss March,jw-letters,True
jw-letter-1777-23-to-lady-maxwell,jw/letters/1777/23-to-lady-maxwell,23 To Lady Maxwell,jw-letters,True
jw-letter-1777-24-to-thomas-wride,jw/letters/1777/24-to-thomas-wride,24 To Thomas Wride,jw-letters,True
jw-letter-1777-25-to-thomas-carlill,jw/letters/1777/25-to-thomas-carlill,25 To Thomas Carlill,jw-letters,True
jw-letter-1777-26-to-hannah-ball,jw/letters/1777/26-to-hannah-ball,26 To Hannah Ball,jw-letters,True
jw-letter-1777-27-to-elizabeth-ritchie,jw/letters/1777/27-to-elizabeth-ritchie,27 To Elizabeth Ritchie,jw-letters,True
jw-letter-1777-28-to-walter-churchey,jw/letters/1777/28-to-walter-churchey,28 To Walter Churchey,jw-letters,True
jw-letter-1777-29-to-mary-bishop,jw/letters/1777/29-to-mary-bishop,29 To Mary Bishop,jw-letters,True
jw-letter-1777-30-to-mr-----,jw/letters/1777/30-to-mr-----,30 To Mr     ,jw-letters,True
jw-letter-1777-31-to-joseph-benson,jw/letters/1777/31-to-joseph-benson,31 To Joseph Benson,jw-letters,True
jw-letter-1777-32-to-john-bredin,jw/letters/1777/32-to-john-bredin,32 To John Bredin,jw-letters,True
jw-letter-1777-33-to-mr-bredin-at-mr-john-fitzhenrys,jw/letters/1777/33-to-mr-bredin-at-mr-john-fitzhenrys,33 To Mr Bredin At Mr John Fitzhenrys,jw-letters,False
jw-letter-1777-34-to-mrs-barton,jw/letters/1777/34-to-mrs-barton,34 To Mrs Barton,jw-letters,True
jw-letter-1777-35-to-alexander-knox,jw/letters/1777/35-to-alexander-knox,35 To Alexander Knox,jw-letters,True
jw-letter-1777-36-to-elizabeth-ritchie,jw/letters/1777/36-to-elizabeth-ritchie,36 To Elizabeth Ritchie,jw-letters,True
jw-letter-1777-37-to-george-robinson,jw/letters/1777/37-to-george-robinson,37 To George Robinson,jw-letters,True
jw-letter-1777-38-to-mr-geo-robinson-at-langham-row,jw/letters/1777/38-to-mr-geo-robinson-at-langham-row,38 To Mr Geo Robinson At Langham Row,jw-letters,True
jw-letter-1777-39-to-alexander-mather,jw/letters/1777/39-to-alexander-mather,39 To Alexander Mather,jw-letters,True
jw-letter-1777-40-to-elizabeth-ritchie,jw/letters/1777/40-to-elizabeth-ritchie,40 To Elizabeth Ritchie,jw-letters,True
jw-letter-1777-41-to-alexander-knox,jw/letters/1777/41-to-alexander-knox,41 To Alexander Knox,jw-letters,True
jw-letter-1777-42-to-his-wife,jw/letters/1777/42-to-his-wife,42 To His Wife,jw-letters,True
jw-letter-1777-43-to-his-great-niece-patience-ellison,jw/letters/1777/43-to-his-great-niece-patience-ellison,43 To His Great Niece Patience Ellison,jw-letters,True
jw-letter-1777-44-to-alexander-clark,jw/letters/1777/44-to-alexander-clark,44 To Alexander Clark,jw-letters,True
jw-letter-1777-45-to-alexander-clark,jw/letters/1777/45-to-alexander-clark,45 To Alexander Clark,jw-letters,True
jw-letter-1777-46-to-alexander-clark,jw/letters/1777/46-to-alexander-clark,46 To Alexander Clark,jw-letters,True
jw-letter-1777-47-to-samuel-wells,jw/letters/1777/47-to-samuel-wells,47 To Samuel Wells,jw-letters,True
jw-letter-1777-48-to-mary-bishop,jw/letters/1777/48-to-mary-bishop,48 To Mary Bishop,jw-letters,True
jw-letter-1777-49-to-ann-bolton,jw/letters/1777/49-to-ann-bolton,49 To Ann Bolton,jw-letters,True
jw-letter-1777-50-to-duncan-mcallum,jw/letters/1777/50-to-duncan-mcallum,50 To Duncan Mcallum,jw-letters,True
jw-letter-1777-51-to-ann-bolton,jw/letters/1777/51-to-ann-bolton,51 To Ann Bolton,jw-letters,True
jw-letter-1777-52-to-mrs-smyth,jw/letters/1777/52-to-mrs-smyth,52 To Mrs Smyth,jw-letters,True
jw-letter-1777-53-to-walter-churchey,jw/letters/1777/53-to-walter-churchey,53 To Walter Churchey,jw-letters,True
jw-letter-1777-54-to-christopher-hopper,jw/letters/1777/54-to-christopher-hopper,54 To Christopher Hopper,jw-letters,True
jw-letter-1777-55-to-joseph-benson,jw/letters/1777/55-to-joseph-benson,55 To Joseph Benson,jw-letters,True
jw-letter-1777-56-to-mary-bishop,jw/letters/1777/56-to-mary-bishop,56 To Mary Bishop,jw-letters,True
jw-letter-1777-57-to-miss-bishop-at-mrs-taylors,jw/letters/1777/57-to-miss-bishop-at-mrs-taylors,57 To Miss Bishop At Mrs Taylors,jw-letters,True
jw-letter-1777-58-to-mrs-barton,jw/letters/1777/58-to-mrs-barton,58 To Mrs Barton,jw-letters,True
jw-letter-1777-59-to-mrs-jane-barton-in-norwood,jw/letters/1777/59-to-mrs-jane-barton-in-norwood,59 To Mrs Jane Barton In Norwood,jw-letters,True
jw-letter-1777-60-to-the-assistant-preachers,jw/letters/1777/60-to-the-assistant-preachers,60 To The Assistant Preachers,jw-letters,True
jw-letter-1777-61-to-mr------,jw/letters/1777/61-to-mr------,61 To Mr      ,jw-letters,True
jw-letter-1777-62-to-william-ripley,jw/letters/1777/62-to-william-ripley,62 To William Ripley,jw-letters,True
jw-letter-1777-63-to-mary-bishop,jw/letters/1777/63-to-mary-bishop,63 To Mary Bishop,jw-letters,True
jw-letter-1777-64-to-thomas-rutherford,jw/letters/1777/64-to-thomas-rutherford,64 To Thomas Rutherford,jw-letters,True
jw-letter-1777-65-to-the-reader-of-the-arminian-magazine,jw/letters/1777/65-to-the-reader-of-the-arminian-magazine,65 To The Reader Of The Arminian Magazine,jw-letters,True
jw-letter-1777-66-to-mrs-crosby,jw/letters/1777/66-to-mrs-crosby,66 To Mrs Crosby,jw-letters,True
jw-letter-1777-67-to-joseph-benson,jw/letters/1777/67-to-joseph-benson,67 To Joseph Benson,jw-letters,True
jw-letter-1777-68-to-miss-march,jw/letters/1777/68-to-miss-march,68 To Miss March,jw-letters,True
jw-letter-1777-69-to-mr-powell,jw/letters/1777/69-to-mr-powell,69 To Mr Powell,jw-letters,True
jw-letter-1777-70-to-thomas-rutherford,jw/letters/1777/70-to-thomas-rutherford,70 To Thomas Rutherford,jw-letters,True
jw-letter-1777-71-to-john-bredin,jw/letters/1777/71-to-john-bredin,71 To John Bredin,jw-letters,True
jw-letter-1778-01-to-mrs-johnston-annandde-listeen,jw/letters/1778/01-to-mrs-johnston-annandde-listeen,01 To Mrs Johnston Annandde Listeen,jw-letters,True
jw-letter-1778-02-to-thomas-taylor,jw/letters/1778/02-to-thomas-taylor,02 To Thomas Taylor,jw-letters,True
jw-letter-1778-03-to-duncan-mcallum,jw/letters/1778/03-to-duncan-mcallum,03 To Duncan Mcallum,jw-letters,True
jw-letter-1778-04-to-thomas-carlill,jw/letters/1778/04-to-thomas-carlill,04 To Thomas Carlill,jw-letters,True
jw-letter-1778-05-to-ann-bolton,jw/letters/1778/05-to-ann-bolton,05 To Ann Bolton,jw-letters,True
jw-letter-1778-06-to-mary-bishop,jw/letters/1778/06-to-mary-bishop,06 To Mary Bishop,jw-letters,True
jw-letter-1778-07-to-duncan-mcallum,jw/letters/1778/07-to-duncan-mcallum,07 To Duncan Mcallum,jw-letters,True
jw-letter-1778-08-to-samuel-bardsley,jw/letters/1778/08-to-samuel-bardsley,08 To Samuel Bardsley,jw-letters,True
jw-letter-1778-09-to-mrs-johnston-annandale-lisleen,jw/letters/1778/09-to-mrs-johnston-annandale-lisleen,09 To Mrs Johnston Annandale Lisleen,jw-letters,True
jw-letter-1778-10-to-thomas-maxfield,jw/letters/1778/10-to-thomas-maxfield,10 To Thomas Maxfield,jw-letters,True
jw-letter-1778-11-to-christopher-hopper,jw/letters/1778/11-to-christopher-hopper,11 To Christopher Hopper,jw-letters,True
jw-letter-1778-12-to-mary-bosanquet,jw/letters/1778/12-to-mary-bosanquet,12 To Mary Bosanquet,jw-letters,True
jw-letter-1778-13-to-john-valton,jw/letters/1778/13-to-john-valton,13 To John Valton,jw-letters,True
jw-letter-1778-14-to-mr-valton-at-the-methodist,jw/letters/1778/14-to-mr-valton-at-the-methodist,14 To Mr Valton At The Methodist,jw-letters,True
jw-letter-1778-15-to-alexander-knox,jw/letters/1778/15-to-alexander-knox,15 To Alexander Knox,jw-letters,True
jw-letter-1778-16-to-kitty-warren,jw/letters/1778/16-to-kitty-warren,16 To Kitty Warren,jw-letters,True
jw-letter-1778-17-to-alexander-knox,jw/letters/1778/17-to-alexander-knox,17 To Alexander Knox,jw-letters,True
jw-letter-1778-18-to-thomas-wride,jw/letters/1778/18-to-thomas-wride,18 To Thomas Wride,jw-letters,True
jw-letter-1778-19-to-mary-bishop,jw/letters/1778/19-to-mary-bishop,19 To Mary Bishop,jw-letters,True
jw-letter-1778-20-to-mrs-johnston-annandale-lisleen,jw/letters/1778/20-to-mrs-johnston-annandale-lisleen,20 To Mrs Johnston Annandale Lisleen,jw-letters,True
jw-letter-1778-21-to-samuel-bradburn,jw/letters/1778/21-to-samuel-bradburn,21 To Samuel Bradburn,jw-letters,True
jw-letter-1778-22-to-alexander-knox,jw/letters/1778/22-to-alexander-knox,22 To Alexander Knox,jw-letters,True
jw-letter-1778-23-to-george-gidley,jw/letters/1778/23-to-george-gidley,23 To George Gidley,jw-letters,True
jw-letter-1778-24-to-alexander-knox,jw/letters/1778/24-to-alexander-knox,24 To Alexander Knox,jw-letters,True
jw-letter-1778-25-to-mrs-johnston-annandale-lisleen,jw/letters/1778/25-to-mrs-johnston-annandale-lisleen,25 To Mrs Johnston Annandale Lisleen,jw-letters,True
jw-letter-1778-26-to-duncan-mcallum,jw/letters/1778/26-to-duncan-mcallum,26 To Duncan Mcallum,jw-letters,True
jw-letter-1778-27-to-pendope-newman,jw/letters/1778/27-to-pendope-newman,27 To Pendope Newman,jw-letters,True
jw-letter-1778-28-to-arthur-keene,jw/letters/1778/28-to-arthur-keene,28 To Arthur Keene,jw-letters,True
jw-letter-1778-29-to-mrs-woodhouse,jw/letters/1778/29-to-mrs-woodhouse,29 To Mrs Woodhouse,jw-letters,True
jw-letter-1778-30-to-alexander-knox,jw/letters/1778/30-to-alexander-knox,30 To Alexander Knox,jw-letters,True
jw-letter-1778-31-to-mary-bishop,jw/letters/1778/31-to-mary-bishop,31 To Mary Bishop,jw-letters,True
jw-letter-1778-32-to-richard-locke,jw/letters/1778/32-to-richard-locke,32 To Richard Locke,jw-letters,True
jw-letter-1778-33-to-kitty-warren,jw/letters/1778/33-to-kitty-warren,33 To Kitty Warren,jw-letters,True
jw-letter-1778-34-to-alexander-knox,jw/letters/1778/34-to-alexander-knox,34 To Alexander Knox,jw-letters,True
jw-letter-1778-35-to-samuel-tooth,jw/letters/1778/35-to-samuel-tooth,35 To Samuel Tooth,jw-letters,True
jw-letter-1778-36-to-mr-sam-tooth-carpr-worship,jw/letters/1778/36-to-mr-sam-tooth-carpr-worship,36 To Mr Sam Tooth Carpr Worship,jw-letters,False
jw-letter-1778-37-to-samuel-tooth,jw/letters/1778/37-to-samuel-tooth,37 To Samuel Tooth,jw-letters,True
jw-letter-1778-38-to-his-wife,jw/letters/1778/38-to-his-wife,38 To His Wife,jw-letters,True
jw-letter-1778-39-to-elizabeth-ritchie,jw/letters/1778/39-to-elizabeth-ritchie,39 To Elizabeth Ritchie,jw-letters,True
jw-letter-1778-40-to-cornelius-bayley,jw/letters/1778/40-to-cornelius-bayley,40 To Cornelius Bayley,jw-letters,True
jw-letter-1778-41-to-william-church,jw/letters/1778/41-to-william-church,41 To William Church,jw-letters,True
jw-letter-1778-42-to-samuel-bradburn,jw/letters/1778/42-to-samuel-bradburn,42 To Samuel Bradburn,jw-letters,True
jw-letter-1778-43-to-mary-bishop,jw/letters/1778/43-to-mary-bishop,43 To Mary Bishop,jw-letters,True
jw-letter-1778-44-to-alexander-knox,jw/letters/1778/44-to-alexander-knox,44 To Alexander Knox,jw-letters,True
jw-letter-1778-45-to-christopher-hopper,jw/letters/1778/45-to-christopher-hopper,45 To Christopher Hopper,jw-letters,True
jw-letter-1778-46-to-kitty-warren,jw/letters/1778/46-to-kitty-warren,46 To Kitty Warren,jw-letters,True
jw-letter-1778-47-to-mrs-cousins,jw/letters/1778/47-to-mrs-cousins,47 To Mrs Cousins,jw-letters,True
jw-letter-1778-48-to-mrs-barton,jw/letters/1778/48-to-mrs-barton,48 To Mrs Barton,jw-letters,True
jw-letter-1778-49-to-mrs-woodhouse,jw/letters/1778/49-to-mrs-woodhouse,49 To Mrs Woodhouse,jw-letters,True
jw-letter-1778-50-to-mrs-woodhouse-at-mr-huttons,jw/letters/1778/50-to-mrs-woodhouse-at-mr-huttons,50 To Mrs Woodhouse At Mr Huttons,jw-letters,True
jw-letter-1778-51-to-hannah-ball,jw/letters/1778/51-to-hannah-ball,51 To Hannah Ball,jw-letters,True
jw-letter-1778-52-to-mrs-crosby,jw/letters/1778/52-to-mrs-crosby,52 To Mrs Crosby,jw-letters,True
jw-letter-1778-53-to-john-toocks,jw/letters/1778/53-to-john-toocks,53 To John Toocks,jw-letters,True
jw-letter-1778-54-to-mr-john-tooelm-at-mr-treffs,jw/letters/1778/54-to-mr-john-tooelm-at-mr-treffs,54 To Mr John Tooelm At Mr Treffs,jw-letters,False
jw-letter-1778-55-to-captain-richard-williams,jw/letters/1778/55-to-captain-richard-williams,55 To Captain Richard Williams,jw-letters,True
jw-letter-1779-01-to-mr---,jw/letters/1779/01-to-mr---,01 To Mr   ,jw-letters,True
jw-letter-1779-02-to-the-society-at-keighley,jw/letters/1779/02-to-the-society-at-keighley,02 To The Society At Keighley,jw-letters,True
jw-letter-1779-03-to-kitty-warren,jw/letters/1779/03-to-kitty-warren,03 To Kitty Warren,jw-letters,True
jw-letter-1779-04-to-jasper-winscom,jw/letters/1779/04-to-jasper-winscom,04 To Jasper Winscom,jw-letters,True
jw-letter-1779-05-to-elizabeth-morgan,jw/letters/1779/05-to-elizabeth-morgan,05 To Elizabeth Morgan,jw-letters,True
jw-letter-1779-06-to-george-gidley,jw/letters/1779/06-to-george-gidley,06 To George Gidley,jw-letters,True
jw-letter-1779-07-to-samuel-wells,jw/letters/1779/07-to-samuel-wells,07 To Samuel Wells,jw-letters,True
jw-letter-1779-08-to-mr-samuel-wells-at-mr-gidleys,jw/letters/1779/08-to-mr-samuel-wells-at-mr-gidleys,08 To Mr Samuel Wells At Mr Gidleys,jw-letters,False
jw-letter-1779-09-to-elizabeth-padbury,jw/letters/1779/09-to-elizabeth-padbury,09 To Elizabeth Padbury,jw-letters,True
jw-letter-1779-10-to-mrs-barton,jw/letters/1779/10-to-mrs-barton,10 To Mrs Barton,jw-letters,True
jw-letter-1779-11-to-charles-delamotte,jw/letters/1779/11-to-charles-delamotte,11 To Charles Delamotte,jw-letters,True
jw-letter-1779-12-to-hester-ann-roe,jw/letters/1779/12-to-hester-ann-roe,12 To Hester Ann Roe,jw-letters,True
jw-letter-1779-13-to-elizabeth-ritchie,jw/letters/1779/13-to-elizabeth-ritchie,13 To Elizabeth Ritchie,jw-letters,True
jw-letter-1779-14-to-samuel-bradburn,jw/letters/1779/14-to-samuel-bradburn,14 To Samuel Bradburn,jw-letters,True
jw-letter-1779-15-to-mrs-knapp,jw/letters/1779/15-to-mrs-knapp,15 To Mrs Knapp,jw-letters,True
jw-letter-1779-16-to-hannah-ball,jw/letters/1779/16-to-hannah-ball,16 To Hannah Ball,jw-letters,True
jw-letter-1779-17-to-george-robinson,jw/letters/1779/17-to-george-robinson,17 To George Robinson,jw-letters,True
jw-letter-1779-18-to-mr-robinson-at-langham-row,jw/letters/1779/18-to-mr-robinson-at-langham-row,18 To Mr Robinson At Langham Row,jw-letters,True
jw-letter-1779-19-to-samuel-bardsley,jw/letters/1779/19-to-samuel-bardsley,19 To Samuel Bardsley,jw-letters,True
jw-letter-1779-20-to-thomas-rankin,jw/letters/1779/20-to-thomas-rankin,20 To Thomas Rankin,jw-letters,True
jw-letter-1779-21-to-george-gidley,jw/letters/1779/21-to-george-gidley,21 To George Gidley,jw-letters,True
jw-letter-1779-22-to-mrs-hall,jw/letters/1779/22-to-mrs-hall,22 To Mrs Hall,jw-letters,True
jw-letter-1779-23-to-ann-bolton,jw/letters/1779/23-to-ann-bolton,23 To Ann Bolton,jw-letters,True
