source_id,author,title,source_type,passages,words,non_word_rate,header_passages,top_offenders
jw-letter-1772-45-to-hannah-ball,john-wesley,45 To Hannah Ball,letter,1,166,0.0241,0,occurred:1; interpreted:1; sanctifying:1; refers:1
jw-letter-1781a-22-to-his-niece-sarah-wesley,john-wesley,A 22 To His Niece Sarah Wesley,letter,1,249,0.0241,0,lines:1; begins:1; lieth:1; wings:1; resteth:1; writes:1
jw-letter-1783b-03-to-john-evan,john-wesley,B 03 To John Evan,letter,1,83,0.0241,0,lines:1; Lowbridge:1
jw-treatise-extract-on-moravian-brethren,john-wesley,Treatise Extract On Moravian Brethren,treatise,3,1080,0.0241,0,viz:2; duties:2; regards:2; notwith:2; vian:1; hunters:1; 'abolished:1; justi:1; fied:1; tures:1; propositions:1; neces:1; sary:1; merits:1; suffered:1; proves:1; abolished:1; declara:1; tion:1; tempers:1
jw-letters-1786b,john-wesley,Letters 1786B,letter,22,7387,0.0241,0,lines:4; pounds:4; staying:2; M'Kim:2; Torry:2; papers:2; moments:2; hates:2; subscribers:2; asked:2; depended:2; hazards:2; gained:2; imagined:1; Moorhouse's:1; redirected:1; brothers:1; BRISTOI:1; violated:1; molests:1
cw-039-1-corinthians-1011-these-things-were-written-for-our-instruction,charles-wesley,039 1 Corinthians 1011 These Things Were Written For Our Instruction,hymn,1,416,0.024,0,go'st:1; shew'd:1; abhor'd:1; see'st:1; wither'd:1; know'st:1; trespasses:1; quick'ning:1; distemper'd:1; neck'd:1
jw-letter-1746-06-to-benjamin-ingham,john-wesley,06 To Benjamin Ingham,letter,5,1499,0.024,0,asked:3; merits:2; inconsistencies:2; applies:1; Bowers's:1; required:1; acted:1; confessed:1; faults:1; asking:1; replied:1; allowed:1; mentions:1; particulars:1; represented:1; reconciled:1; fails:1; longed:1; abused:1; towns:1
jw-letter-1748-27-to-john-bennet,john-wesley,27 To John Bennet,letter,1,250,0.024,0,terms:2; rises:1; requires:1; publishing:1; terrified:1
jw-letter-1756b-14-to-nicholas-norton,john-wesley,B 14 To Nicholas Norton,letter,7,2502,0.024,0,administering:4; sacraments:3; tolerating:2; fundamentals:2; accusing:2; denying:1; alleged:1; administrating:1; 'thinketh:1; debated:1; disputants:1; persisted:1; evaporated:1; amplifications:1; particulady:1; enjoyed:1; contained:1; terms:1; refused:1; amounts:1
jw-letter-1767-31-to-ann-foard,john-wesley,31 To Ann Foard,letter,1,167,0.024,0,lines:1; hurries:1; sitteth:1; ruleth:1
jw-letter-1778-04-to-thomas-carlill,john-wesley,04 To Thomas Carlill,letter,1,167,0.024,0,Attempted:1; lines:1; maintained:1; subscribers:1
jw-letter-1783b-34-to-mrs-bradburn,john-wesley,B 34 To Mrs Bradburn,letter,1,208,0.024,0,crosses:2; fewer:1; talked:1; resented:1
jw-letter-1784a-03-to-john-valton,john-wesley,A 03 To John Valton,letter,1,167,0.024,0,patients:1; swallowing:1; quantities:1; sentiments:1
jw-letter-1786a-21-to-william-sagar,john-wesley,A 21 To William Sagar,letter,1,125,0.024,0,o'clock:2; Sager:1
jw-letter-1788b-52-to-benjamin-rhodes,john-wesley,B 52 To Benjamin Rhodes,letter,1,125,0.024,0,begins:1; observed:1; changing:1
jw-letter-1789b-56-to-george-holder,john-wesley,B 56 To George Holder,letter,1,125,0.024,0,publishing:1; hindered:1; laborers:1
jw-letters-1784b,john-wesley,Letters 1784B,letter,22,7792,0.024,0,hopes:3; novels:3; believed:3; debts:2; occurs:2; uses:2; loses:2; talents:2; gained:2; taxes:2; appointing:2; laborers:2; inclined:2; wanted:2; cares:2; nobler:2; entrusted:1; issued:1; Hyden:1; helps:1
jw-letter-1755-11-to-his-brother-charles,john-wesley,11 To His Brother Charles,letter,2,545,0.0239,0,expects:1; people's:1; says:1; establishments:1; pulled:1; preaches:1; talents:1; proposed:1; designs:1; talked:1; awakened:1; expected:1; Chas:1
jw-letter-1765-29-to-lady-maxwell,john-wesley,29 To Lady Maxwell,letter,1,335,0.0239,0,fixes:1; suffers:1; declines:1; prevails:1; sentiments:1; Pities:1; says:1; forgiven:1
jw-letter-1779-13-to-elizabeth-ritchie,john-wesley,13 To Elizabeth Ritchie,letter,1,376,0.0239,0,continues:1; verified:1; countries:1; cleanses:1; caring:1; ruins:1; began:1; issued:1; scraps:1
jw-letter-1782a-25-to-mrs-bradburn,john-wesley,A 25 To Mrs Bradburn,letter,1,251,0.0239,0,Parnell's:1; seemed:1; inclined:1; swallowed:1; seemeth:1; prays:1
jw-letter-1784b-23-to-william-black,john-wesley,B 23 To William Black,letter,2,419,0.0239,0,wanted:2; hopes:1; seemed:1; laborers:1; counsels:1; Scurr's:1; Scurr:1; victims:1; repented:1
jw-letter-1786b-22-to-the-rev-mr-l----,john-wesley,B 22 To The Rev Mr L    ,letter,2,460,0.0239,0,asked:2; leaned:1; recommending:1; defending:1; obligations:1; cherished:1; depended:1; flies:1; condescended:1; forgiven:1
jw-letter-1788b-12-to-sarah-mallet,john-wesley,B 12 To Sarah Mallet,letter,2,544,0.0239,0,supplied:2; crosses:1; balances:1; dispraises:1; Tyerman'a:1; maintained:1; stationed:1; complained:1; swallowed:1; families:1; increased:1; straitened:1
jw-letters-1786a,john-wesley,Letters 1786A,letter,20,6832,0.0239,0,hopes:3; believed:3; pleases:3; o'clock:3; cases:3; Stonhouse:2; Cheverell:2; particulars:2; continues:2; labors:2; borders:2; laborers:2; paths:2; impressions:2; Thorney:2; concerts:2; terms:2; Barham:2; attending:2; increased:2
jw-letter-1738-01-to-lady-cox,john-wesley,01 To Lady Cox,letter,3,925,0.0238,0,asked:3; cases:2; notices:2; inquired:1; overbalanced:1; pupils:1; stirred:1; ends:1; suffered:1; remaining:1; recovering:1; steps:1; asketh:1; contradicts:1; impulses:1; tongues:1; 'regenerated:1; expressions:1
jw-letter-1748-11-to-john-cennick,john-wesley,11 To John Cennick,letter,1,126,0.0238,0,serves:1; dispatched:1; hinders:1
jw-letter-1749-02-to-john-bennet,john-wesley,02 To John Bennet,letter,1,168,0.0238,0,Darney's:1; neglected:1; Glanville's:1; talked:1
jw-letter-1762-25-to-mrs-moon,john-wesley,25 To Mrs Moon,letter,1,336,0.0238,0,hindered:1; tends:1; natured:1; vigour:1; continues:1; sweetened:1; particulars:1; Romaine's:1
jw-letter-1763-15-to-mrs-maitland,john-wesley,15 To Mrs Maitland,letter,1,294,0.0238,0,Maitland:1; ceasing:1; experiences:1; arguing:1; contended:1; fulfils:1; merits:1
jw-letter-1765-17-to-thomas-rankin,john-wesley,17 To Thomas Rankin,letter,1,126,0.0238,0,proposed:1; legacies:1; Hoskins's:1
jw-letter-1768-50-to-george-cussons,john-wesley,50 To George Cussons,letter,1,210,0.0238,0,visits:1; Pertonhall:1; Beds:1; Cowper's:1; sanctifieth:1
jw-letter-1769-56-to-joseph-benson,john-wesley,56 To Joseph Benson,letter,1,378,0.0238,0,mistakes:2; contains:1; believed:1; deals:1; surprised:1; discouraged:1; reproved:1; reproached:1
jw-letter-1774-48-to-philothea-briggs,john-wesley,48 To Philothea Briggs,letter,1,42,0.0238,0,enabled:1
jw-letter-1776-60-to-joseph-benson,john-wesley,60 To Joseph Benson,letter,1,126,0.0238,0,observed:1; tickets:1; Lumley:1
jw-letters-1759,john-wesley,Letters 1759,letter,31,9737,0.0238,0,papers:12; faults:5; pursues:5; ends:5; maxims:5; terms:4; steps:4; shirts:4; observed:3; circumstances:3; surprised:3; talked:3; pounds:3; says:2; instruments:2; burthen:2; tempers:2; robbed:2; showed:2; humour:2
jw-sermon-096,john-wesley,Sermon 096,sermon,14,4269,0.0237,0,wills:7; requires:4; mothers:3; implied:2; forbids:2; won't:2; minds:2; conquered:2; events:2; practised:2; allowed:1; enumerated:1; authors:1; savages:1; wilds:1; forests:1; strongest:1; breakers:1; reproved:1; traditions:1
cw-063-for-a-minister,charles-wesley,063 For A Minister,hymn,1,295,0.0237,0,Betray'd:1; fowler's:1; know'st:1; Uncall'd:1; fears:1; defenceless:1; danger's:1
jw-letter-1760-21-to-the-editor-of-the-london-chronicle-editors-intr,john-wesley,21 To The Editor Of The London Chronicle Editors Intr,letter,3,803,0.0237,0,dictionaries:2; relating:2; promised:1; adventures:1; readers:1; thinks:1; regarded:1; exchanged:1; writers:1; exposing:1; contradicts:1; seduced:1; believed:1; terms:1; wanted:1; insists:1; philosophers:1
jw-letter-1765-27-to-thomas-rankin-london-november-18-1765,john-wesley,27 To Thomas Rankin London November 18 1765,letter,1,169,0.0237,0,particulars:1; o'clock:1; shillings:1; Garnet's:1
jw-letter-1769-29-to-the-travelling-preachers,john-wesley,29 To The Travelling Preachers,letter,3,675,0.0237,0,vouchsafed:1; counsels:1; work's:1; granted:1; congregations:1; views:1; attracted:1; erected:1; surprised:1; steps:1; dismissed:1; votes:1; ensuing:1; instruments:1; denying:1; contained:1
jw-letter-1782b-05-to-ellen-gretton,john-wesley,B 05 To Ellen Gretton,letter,1,211,0.0237,0,cases:1; required:1; opportunities:1; avoiding:1; acknowledgments:1
jw-letter-1784b-09-to-robert-jones-of-fenmen-castle,john-wesley,B 09 To Robert Jones Of Fenmen Castle,letter,1,169,0.0237,0,Fenmen:1; coxcombs:1; coquettes:1; day's:1
jw-letter-1784b-14-to-his-niece-sarah-wesley,john-wesley,B 14 To His Niece Sarah Wesley,letter,1,169,0.0237,0,folks:1; can't:1; novels:1; romances:1
jw-letter-1787-09-to-thomas-clarkson,john-wesley,09 To Thomas Clarkson,letter,1,211,0.0237,0,conceived:1; perceived:1; writers:1; concluded:1; discouragements:1
jw-letter-1789a-50-to-samual-bradburn,john-wesley,A 50 To Samual Bradburn,letter,1,211,0.0237,0,Samual:1; gospel's:1; Bower's:1; entries:1; merits:1
cw-015-hymn-xv-why-will-ye-die,charles-wesley,015 Hymn Xv Why Will Ye Die,hymn,2,1516,0.0237,0,possess'd:4; beasts:2; ends:2; favours:2; showers:2; nobler:2; reason's:2; mem'ry:2; endu'd:2; Noblest:2; Isr'el:2; favourites:2; richest:2; drawings:2; withstands:2; Mocks:2; pass'd:2
jw-letter-1768-13-to-james-oddie,john-wesley,13 To James Oddie,letter,1,127,0.0236,0,rooms:1; girls:1; hazards:1
jw-letter-1771-91-to-ann-bolton,john-wesley,91 To Ann Bolton,letter,1,127,0.0236,0,fears:1; occasioned:1; Hallward:1
jw-letter-1773-51-to-mrs-bennis,john-wesley,51 To Mrs Bennis,letter,1,212,0.0236,0,endeavors:1; endued:1; cases:1; surfers:1; events:1
jw-letter-1781a-15-to-his-niece-sarah-wesley,john-wesley,A 15 To His Niece Sarah Wesley,letter,2,382,0.0236,0,affixed:1; uses:1; committing:1; kinds:1; dealings:1; pursuing:1; lodges:1; meets:1; Thackeray's:1
jw-letter-1784b-31-to-mrs-crosby,john-wesley,B 31 To Mrs Crosby,letter,1,212,0.0236,0,expected:1; inclined:1; acted:1; owned:1; stationed:1
jw-letter-1785a-21-to-ann-bolton,john-wesley,A 21 To Ann Bolton,letter,1,254,0.0236,0,says:2; extremes:1; chastening:1; events:1; gained:1
jw-letter-1788a-07-to-william-simpson,john-wesley,A 07 To William Simpson,letter,1,127,0.0236,0,owned:1; thinks:1; volumes:1
jw-letter-1789b-36-to-laurence-frost,john-wesley,B 36 To Laurence Frost,letter,1,127,0.0236,0,pounds:2; surprised:1
jw-letters-1768,john-wesley,Letters 1768,letter,45,15583,0.0236,0,pounds:9; debts:6; writes:3; enabled:3; implies:3; seemed:3; hearers:3; volumes:3; objects:3; particulars:3; burthens:3; asked:3; walked:3; surprised:2; subscribed:2; trifles:2; required:2; pleases:2; conversed:2; exceptions:2
jw-letters-1769,john-wesley,Letters 1769,letter,39,13579,0.0236,0,pounds:5; says:5; enabled:4; advantages:4; expected:4; believed:4; seemed:4; hopes:3; larger:3; increased:3; steps:3; surprised:3; contains:3; debts:3; stationed:2; shows:2; assisted:2; subscribed:2; pleases:2; prescribed:2
jw-letters-1770,john-wesley,Letters 1770,letter,40,13532,0.0236,0,says:6; tempers:6; denying:4; terms:4; orphans:3; burthen:3; assaulted:3; fears:3; weaknesses:3; congregations:3; Wrangel:2; Sep:2; preaches:2; attained:2; straitened:2; expressions:2; circumstances:2; proposed:2; observed:2; another's:2
jw-sermon-083,john-wesley,On Patience,sermon,13,3612,0.0235,0,pleases:3; neighbour:3; doubts:3; reigns:2; degrees:2; fears:2; grows:2; bloweth:2; listeth:2; says:1; suffered:1; steps:1; encompassed:1; infirmities:1; exposes:1; Mesech:1; tents:1; wilfully:1; stars:1; unbelievers:1
jw-letter-1757-04-to-his-wife,john-wesley,04 To His Wife,letter,2,383,0.0235,0,talents:1; lacking':1; sharpened:1; arrangements:1; continues:1; finds:1; grows:1; containing:1; gallons:1
jw-letter-1757-22-to-mrs-ryan,john-wesley,22 To Mrs Ryan,letter,1,341,0.0235,0,moment's:2; aches:2; doubted:1; disbelieved:1; hearkening:1; affirmed:1
jw-letter-1759-21-to-richard-tompson-editors-introductory-notes-1759,john-wesley,21 To Richard Tompson Editors Introductory Notes 1759,letter,1,85,0.0235,0,inclined:1; readers:1
jw-letter-1775-52-to-the-earl-of-dartmouth-secretary-of-state-for-th,john-wesley,52 To The Earl Of Dartmouth Secretary Of State For Th,letter,2,511,0.0235,0,shadows:1; manufacturing:1; towns:1; suffered:1; infecting:1; wretches:1; tradesmen:1; bailiffs:1; circumstances:1; began:1; enclosed:1; Wharton:1
jw-letter-1777-60-to-the-assistant-preachers,john-wesley,60 To The Assistant Preachers,letter,1,85,0.0235,0,subscriptions:1; subscribers:1
jw-letter-1781a-14-to-lancelot-harrison,john-wesley,A 14 To Lancelot Harrison,letter,1,85,0.0235,0,borders:1; Holderness:1
jw-letter-1783b-01-to-mrs-barton,john-wesley,B 01 To Mrs Barton,letter,1,213,0.0235,0,arrived:1; maids:1; Barton's:1; says:1; returns:1
jw-letter-1789a-65-to-the-publisher-of-the-dublin-chronicle,john-wesley,A 65 To The Publisher Of The Dublin Chronicle,letter,1,85,0.0235,0,says:1; guts:1
jw-letter-1791-08-to-henry-anderson,john-wesley,08 To Henry Anderson,letter,1,85,0.0235,0,proposed:1; approved:1
jw-letter-1769-49-to-various-friends,john-wesley,49 To Various Friends,letter,2,684,0.0234,0,debts:2; expected:2; circumstances:1; believed:1; contributed:1; amounting:1; increased:1; owed:1; ends:1; enables:1; kingdoms:1; burthen:1; subscriptions:1; subscribed:1
jw-letter-1782a-16-to-ellen-gretton,john-wesley,A 16 To Ellen Gretton,letter,1,256,0.0234,0,remaining:2; pleases:1; weaning:1; changes:1; observed:1
jw-letter-1785b-18-to-mrs-fletcher,john-wesley,B 18 To Mrs Fletcher,letter,1,128,0.0234,0,wanted:1; husband's:1; variations:1
jw-letter-1786a-01-to-rev-mr-root,john-wesley,A 01 To Rev Mr Root,letter,1,128,0.0234,0,Stonhouse:1; won't:1; Cheverell:1
jw-letters-1754,john-wesley,Letters 1754,letter,8,2520,0.0234,0,observed:3; authors:2; opportunities:2; occasioned:2; hospitals:2; pounds:2; commuted:2; instruments:1; allots:1; joins:1; natured:1; triflers:1; Ruins:1; named:1; dangers:1; lines:1; talents:1; entrusted:1; weaker:1; conversing:1
jw-letters-1782a,john-wesley,Letters 1782A,letter,28,9477,0.0234,0,proposed:4; bringeth:4; ensuing:3; surprised:3; pleases:3; seemed:3; shoed:2; says:2; began:2; suffered:2; passages:2; observed:2; oftener:2; remaining:2; advices:2; swallowed:2; expected:2; wanted:2; maidens:2; volumes:2
jw-sermon-006,john-wesley,The Righteousness of Faith,sermon,15,4976,0.0233,0,required:10; submitting:5; requires:5; justifieth:3; obeyed:3; forgiven:3; doeth:2; heart's:2; remaining:2; merits:2; suffered:2; supposes:2; prescribes:2; terms:2; condemns:2; dwelleth:2; lips:2; iniquities:2; blotted:2; reconciled:2
jw-letter-1731-17-to-mrs-pendarves,john-wesley,17 To Mrs Pendarves,letter,4,1029,0.0233,0,can't:2; affections:2; expectations:1; permitting:1; moments:1; rescued:1; engagements:1; chains:1; noblest:1; purposes:1; vanities:1; choicest:1; instruments:1; thinks:1; oftener:1; friend's:1; chooses:1; remaining:1; straitened:1; ceasing:1
jw-letter-1739-28-to-ebenezer-blackwell,john-wesley,28 To Ebenezer Blackwell,letter,1,257,0.0233,0,hour's:1; enclosed:1; owns:1; failed:1; buffeted:1; doors:1
jw-letter-1750-09-to-gilbert-boyce,john-wesley,09 To Gilbert Boyce,letter,4,1159,0.0233,0,evils:2; persuading:2; contains:1; expressions:1; permits:1; causes:1; modes:1; steps:1; helps:1; enjoins:1; forbids:1; practices:1; tends:1; promoting:1; oppugning:1; defending:1; prints:1; brothen:1; publishers:1; assertions:1
jw-letter-1756b-09-to-james-clark,john-wesley,B 09 To James Clark,letter,3,1071,0.0233,0,modes:3; prescribed:2; signifies:2; Langston's:1; allowed:1; Bermingham:1; other's:1; implied:1; proposes:1; differences:1; circumstances:1; hopes:1; writings:1; espoused:1; Stillingfleet's:1; offending:1; Swaddlers:1; terms:1; Holymount:1; lines:1
jw-letter-1768-26-to-ann-bolton,john-wesley,26 To Ann Bolton,letter,1,300,0.0233,0,symptoms:1; loads:1; currants:1; shows:1; directing:1; Hudson's:1; concerns:1
jw-letter-1772-77-to-ann-bolton,john-wesley,77 To Ann Bolton,letter,1,300,0.0233,0,asked:1; faults:1; occasioned:1; favoured:1; manifestations:1; beguiled:1; degrees:1
jw-letter-1776-50-to-hester-ann-roe,john-wesley,50 To Hester Ann Roe,letter,2,429,0.0233,0,dispelled:1; apprehensions:1; Bradock:1; discouraged:1; proposed:1; Boarders:1; pounds:1; relating:1; concerns:1; elapsed:1
jw-letter-1783b-06-to-elizabeth-padbury,john-wesley,B 06 To Elizabeth Padbury,letter,1,129,0.0233,0,punishing:1; seasons:1; permits:1
jw-letter-1783b-15-to-robert-hall-jun,john-wesley,B 15 To Robert Hall Jun,letter,1,86,0.0233,0,purposes:1; se'nnight:1
jw-letter-1788b-11-to-the-trustees-of-dewsbury,john-wesley,B 11 To The Trustees Of Dewsbury,letter,1,86,0.0233,0,peers:1; terms:1
jw-letter-1789a-76-to-arthur-keene,john-wesley,A 76 To Arthur Keene,letter,1,172,0.0233,0,disputing:1; controverted:1; awaketh:1; prays:1
jw-letter-1789b-55-to-jeremiah-brettell,john-wesley,B 55 To Jeremiah Brettell,letter,1,129,0.0233,0,Brettell's:1; profited:1; prolonged:1
jw-treatise-letter-to-thomas-maxfield,john-wesley,Treatise Letter To Thomas Maxfield,treatise,6,2148,0.0233,0,honourably:5; trusted:3; entrusted:3; contentions:2; filthiest:2; follows:2; sentenced:2; slays:2; surprised:1; assertions:1; characters:1; attested:1; began:1; laboured:1; referred:1; wilful:1; Taber:1; specified:1; alleged:1; requires:1
jw-letters-1744,john-wesley,Letters 1744,letter,9,3128,0.0233,0,represented:2; sentiments:2; facts:2; presumed:1; lips:1; remonstrances:1; traduced:1; inclined:1; regards:1; kingdoms:1; calleth:1; victories:1; fulfilled:1; RESIDING:1; putting:1; assisting:1; delayed:1; ends:1; unites:1; respects:1
jw-letter-1731-10-to-his-father,john-wesley,10 To His Father,letter,2,388,0.0232,0,day's:1; uncle's:1; shuns:1; wants:1; supplied:1; diminishing:1; became:1; meddles:1; languages:1
jw-letter-1761-09-to-james-rouquet,john-wesley,09 To James Rouquet,letter,2,474,0.0232,0,consequences:1; wilfully:1; advantages:1; overtures:1; wife's:1; papers:1; uses:1; talked:1; behaves:1; Sall:1; Roqt:1
jw-letter-1761-18-to-mrs-hall,john-wesley,18 To Mrs Hall,letter,1,302,0.0232,0,expected:2; grows:1; cavilled:1; approved:1; wanted:1; larger:1
jw-letter-1772-33-to-philothea-briggs,john-wesley,33 To Philothea Briggs,letter,1,259,0.0232,0,surest:1; inquiries:1; attained:1; Sewell:1; compositions:1; grows:1
jw-sermon-042,john-wesley,Satan's Devices,sermon,18,4940,0.0231,0,endeavours:6; attained:5; promised:3; attempts:3; strikes:3; devices:2; labours:2; intends:2; damps:2; attaining:2; forgiven:2; suffered:2; renewed:2; tempers:2; stars:1; exerted:1; ceasing:1; casts:1; glorifying:1; cleansed:1
jw-letter-1755-24-to-thomas-adam,john-wesley,24 To Thomas Adam,letter,4,997,0.0231,0,laymen:4; steps:1; awakened:1; viewed:1; presbyters:1; cases:1; destroying:1; perverting:1; blaspheming:1; guides:1; countenancing:1; labors:1; Perone:1; 'preaches:1; visited:1; interests:1; examples:1; prohibiting:1; ceasing:1; advices:1
jw-letter-1773-50-to-philothea-briggs,john-wesley,50 To Philothea Briggs,letter,1,346,0.0231,0,clearest:1; doeth:1; smallest:1; awakened:1; talks:1; talked:1; writings:1; preparing:1
jw-letter-1781a-28-to-mrs-benson,john-wesley,A 28 To Mrs Benson,letter,1,130,0.0231,0,acquainting:1; ensuing:1; refused:1
jw-letter-1790b-01-to-the-rev-mr-heath,john-wesley,B 01 To The Rev Mr Heath,letter,1,216,0.0231,0,surprised:1; failed:1; hindered:1; laircissement:1; pounds:1
