source_id,author,title,source_type,passages,words,non_word_rate,header_passages,top_offenders
jw-sermon-134,john-wesley,Sermon 134,sermon,14,4574,0.0354,0,entrusted:3; terms:3; required:3; neighbour:2; writers:2; proves:2; adds:2; signifies:2; minds:2; testified:2; ordaining:2; subscribed:2; mutilated:1; papers:1; dated:1; supplied:1; collating:1; variations:1; translating:1; publishing:1
jw-letter-1776-13-to-miss-march,john-wesley,13 To Miss March,letter,1,339,0.0354,0,obligations:3; circumstances:1; attending:1; follows:1; ascribes:1; says:1; burthensome:1; burthen:1; weightier:1; thinks:1
jw-letter-1785b-54-to-mrs-fletcher,john-wesley,B 54 To Mrs Fletcher,letter,1,226,0.0354,0,particulars:2; papers:1; belongs:1; materials:1; procured:1; putting:1; mentioning:1
cw-022-written-in-sickness,charles-wesley,022 Written In Sickness,hymn,1,283,0.0353,0,sap'd:1; pain's:1; hastens:1; fever's:1; heav'nward:1; wings:1; shatter'd:1; world's:1; wants:1; destin'd:1
jw-letter-1743-02-to-the-mayor-of-newcastle-upon-tyne,john-wesley,02 To The Mayor Of Newcastle Upon Tyne,letter,2,567,0.0353,0,breakers:2; discharges:1; pressed:1; occurred:1; yielded:1; sorts:1; swearers:1; facts:1; evenings:1; terrified:1; subsided:1; began:1; neighbors:1; intervals:1; proposed:1; withdrew:1; thickest:1; rioters:1; dropped:1
jw-letter-1753-09-to-mr-----,john-wesley,09 To Mr     ,letter,1,170,0.0353,0,rioters:1; relates:1; pulling:1; evidences:1; empowered:1; affidavits:1
jw-letter-1782b-35-to-duncan-mcallum,john-wesley,B 35 To Duncan Mcallum,letter,1,85,0.0353,0,supplied:1; straitened:1; wants:1
cw-gp-04-gloria-patri-iv,charles-wesley,Gp 04 Gloria Patri Iv,hymn,2,340,0.0353,0,inclin'd:2; drawings:2; shinest:2; Lightest:2; quickning:2; sorer:2
cw-duke-graces-1746,charles-wesley,Graces (1746),hymn-collection,8,2577,0.0353,0,pard'ning:5; wants:3; supplies:3; np:2; chears:2; fears:2; bestow'd:2; caring:2; imparts:2; paradice:2; updated:1; pamphlets:1; showed:1; practices:1; earliest:1; printings:1; indicated:1; advertised:1; includes:1; suggested:1
cw-duke-scripture-hymns-1762-vol-1,charles-wesley,Scripture Hymns (1762) Vol 1,hymn-collection,292,85532,0.0353,0,underlined:35; wings:29; bestow'd:27; forgiven:26; cont:23; pard'ning:22; commenting:21; redeeming:18; promis'd:14; desart:13; lips:13; glories:12; mercies:12; hallowing:12; flies:11; abhor'd:11; holiest:11; fears:11; chear:11; people's:11
jw-sermon-127,john-wesley,Sermon 127,sermon,12,3556,0.0352,0,infirmities:3; troubles:3; evils:3; truths:3; healed:2; injuries:2; despiseth:2; noblest:2; diedst:2; livest:2; sinning:2; hearers:1; remaining:1; republished:1; ends:1; displays:1; exhibits:1; assumes:1; exists:1; Viewed:1
cw-013-de-profundis,charles-wesley,013 De Profundis,hymn,1,142,0.0352,0,Profundis:1; deeps:1; should'st:1; pard'ning:1; redeeming:1
jw-letter-1751-15-to-ebenezer-blackwell,john-wesley,15 To Ebenezer Blackwell,letter,1,256,0.0352,0,informing:1; families:1; miscarried:1; prevented:1; seemed:1; pressed:1; tongues:1; ff:1; wishes:1
jw-letter-1773-85-to-samuel-sparrow,john-wesley,85 To Samuel Sparrow,letter,2,511,0.0352,0,guides:1; virtues:1; rags:1; hearers:1; Thelyphthora:1; infers:1; follows:1; swerved:1; hair's:1; prejudices':1; attacked:1; attempted:1; feathers:1; trifles:1; men's:1; tempers:1; terms:1; finds:1
jw-letter-1779-30-to-duncan-mcallum,john-wesley,30 To Duncan Mcallum,letter,1,142,0.0352,0,EPWORXH:1; puzzles:1; towns:1; denies:1; desisted:1
jw-letter-1782b-11-to-ann-bolton,john-wesley,B 11 To Ann Bolton,letter,1,199,0.0352,0,suffered:1; ruleth:1; brother's:1; distresses:1; expected:1; senses:1; stationed:1
jw-letter-1786a-36-to-his-brother-charles,john-wesley,A 36 To His Brother Charles,letter,2,483,0.0352,0,Barham:2; understands:1; Horton's:1; tempers:1; opens:1; cases:1; Marylebone:1; Gumley:1; hr:1; guineas:1; mentions:1; owned:1; Whitecross:1; Holmes's:1; informing:1; attending:1
jw-letter-1789a-55-to-alexander-surer,john-wesley,A 55 To Alexander Surer,letter,1,142,0.0352,0,KILLASHANDRA:1; affirmed:1; Conversing:1; faults:1; sharpened:1
jw-treatise-second-dialogue-antinomian-and-friend,john-wesley,Treatise Second Dialogue Antinomian And Friend,treatise,9,3264,0.0352,0,redeemed:7; transgressions:4; fulfilled:4; purged:4; tion:3; ordinances:3; dispositions:2; trusted:2; says:2; viz:2; dispen:2; sation:2; ordi:2; nances:2; arguing:2; denominated:2; hearers:2; qualities:1; receiveth:1; skirts:1
jw-treatise-real-character-of-montanus,john-wesley,Treatise Real Character Of Montanus,treatise,2,511,0.0352,0,heretics:3; reforming:2; walked:2; says:1; supposes:1; transformed:1; began:1; doubted:1; operated:1; sentiments:1; seemed:1; merits:1; erred:1; reproving:1
cw-006-hymn-vi,charles-wesley,006 Hymn Vi,hymn,2,568,0.0352,0,that's:4; temptation's:2; hates:2; starts:2; cleaves:2; blackest:2; abhor'd:2; devil's:2; redeeming:2
cw-duke-preparation-for-death-1772,charles-wesley,Preparation for Death (1772),hymn-collection,20,7238,0.0352,0,forgiven:5; wings:5; soul's:4; hairs:4; heart's:4; possess'd:4; did'st:3; know'st:3; snares:3; hear'st:3; pard'ning:3; reveal'd:3; forsook:2; burdens:2; passion's:2; strives:2; impell'd:2; infirmities:2; controul:2; cleanses:2
jw-letter-1747-05-to-dr-gibson-bishop-of-london,john-wesley,05 To Dr Gibson Bishop Of London,letter,32,9755,0.0351,0,facts:11; consequences:6; allowed:6; endeavors:5; says:5; ends:5; lowest:4; tenets:4; hearers:4; testified:4; testifies:4; interpreted:3; flocks:3; presences:3; practices:3; errors:3; doeth:3; degrees:3; proselytes:3; referred:3
jw-treatise-short-history-of-methodism,john-wesley,Treatise Short History Of Methodism,treatise,5,1682,0.0351,0,began:4; pupils:3; believed:3; observed:2; insisted:2; neighbours:2; adherents:2; beards:1; mistakes:1; nexion:1; facts:1; misunderstandings:1; ChristChurch:1; evenings:1; occasioned:1; minutest:1; observers:1; conceived:1; interpreted:1; tremes:1
jw-treatise-popery-calmly-considered,john-wesley,Treatise Popery Calmly Considered,treatise,21,7891,0.0351,0,says:13; indulgences:7; sacraments:7; relics:6; senses:6; performed:4; instituted:4; heretics:4; required:3; cases:3; purged:3; confessed:3; worshipped:3; anoints:3; child's:3; anointing:3; neighbour:3; traditions:2; adds:2; ture:2
cw-058-another-samuel-wesley-sr-another-1,charles-wesley,058 Another Samuel Wesley Sr Another 1,hymn,1,143,0.035,0,reigns:1; deign'd:1; imparts:1; draws:1; prays:1
jw-letter-1767-05-to-his-brother-charles,john-wesley,05 To His Brother Charles,letter,2,572,0.035,0,pickthanks:2; finds:1; won't:1; wants:1; picks:1; curries:1; informing:1; devised:1; mongers:1; liars:1; sentiments:1; avoided:1; amounts:1; attained:1; lovefeast:1; Panta:1; gelws:1; panta:1; konis:1
jw-letter-1782a-06-to-mr------,john-wesley,A 06 To Mr      ,letter,2,429,0.035,0,proposed:2; delayed:1; ensuing:1; preaches:1; asserts:1; endeavors:1; shows:1; perceived:1; Baildon:1; sentiments:1; began:1; revolved:1; occurs:1; sentences:1
jw-treatise-thoughts-upon-dress,john-wesley,Treatise Thoughts Upon Dress,treatise,1,257,0.035,0,entitled:1; objected:1; runs:1; appareled:1; singu:1; larity:1; affects:1; requires:1; Maids:1
jw-journal-1760-to-1773,john-wesley,To 1773,journal,570,218806,0.035,0,began:291; seemed:199; reached:109; hearers:97; asked:81; increased:76; larger:75; behaved:72; walked:67; expected:52; observed:52; surprised:51; visited:45; largest:44; o'clock:39; concluded:38; congre:37; believed:37; gation:33; talked:33
jw-letter-1739-24-to-dr-stebbing,john-wesley,24 To Dr Stebbing,letter,4,973,0.0349,0,supposes:2; Stebbing:1; boastings:1; censures:1; denying:1; duties:1; highways:1; hedges:1; families:1; labors:1; alienated:1; deserveth:1; tempers:1; implies:1; lusts:1; produces:1; conceits:1; asserting:1; conversing:1; dealings:1
jw-letter-1767-27-to-william-orpe,john-wesley,27 To William Orpe,letter,1,86,0.0349,0,safest:1; terms:1; avoided:1
jw-letter-1776-51-to-elizabeth-ritchie,john-wesley,51 To Elizabeth Ritchie,letter,1,258,0.0349,0,exchanging:1; improved:1; recommended:1; beguiled:1; followeth:1; says:1; walketh:1; bruised:1; returns:1
jw-letter-1777-51-to-ann-bolton,john-wesley,51 To Ann Bolton,letter,1,372,0.0349,0,observed:1; tempers:1; understands:1; influenced:1; perceptions:1; emotions:1; weapons:1; says:1; cuts:1; encompassed:1; mercies:1; admitting:1; attained:1
jw-letter-1737-16-to-dr-humphreys-secretary-to-the-spg,john-wesley,16 To Dr Humphreys Secretary To The Spg,letter,1,230,0.0348,0,sanguis:1; martyrum:1; hopes:1; fears:1; murderers:1; exalteth:1; lands:1; seas:1
jw-letter-1756b-23-to-samuel-furly,john-wesley,B 23 To Samuel Furly,letter,1,230,0.0348,0,earlier:1; other's:1; can't:1; quenched:1; longsuffering:1; tike:1; expected:1; understands:1
jw-letter-1768-39-to-his-wife,john-wesley,39 To His Wife,letter,1,201,0.0348,0,allowances:1; spared:1; entries:1; skilful:1; surprised:1; discouraged:1; dispensations:1
jw-letter-1778-06-to-mary-bishop,john-wesley,06 To Mary Bishop,letter,2,603,0.0348,0,says:3; deserves:2; reconciled:2; doubts:1; conversing:1; mazes:1; transgressions:1; bruised:1; iniquities:1; affirming:1; strikes:1; finds:1; supposes:1; conveys:1; believed:1; objections:1; Hovever:1
jw-treatise-earnest-appeal-to-men-of-reason-and-religion,john-wesley,Treatise Earnest Appeal To Men Of Reason And Religion,treatise,51,19113,0.0348,0,senses:16; observed:14; pounds:11; ideas:8; forgiven:7; tion:7; believed:6; neighbour:5; objects:5; tempers:5; reconciled:5; affections:4; moves:4; laboured:4; wings:4; destroying:4; sacraments:4; assembling:4; holidays:4; allowed:3
jw-treatise-character-of-a-methodist,john-wesley,Treatise Character Of A Methodist,treatise,11,3966,0.0348,0,doeth:4; enjoined:3; thinks:3; tion:3; clearest:2; expressions:2; abstaining:2; affirms:2; terms:2; rejoices:2; beareth:2; filed:2; fadeth:2; ceasing:2; knees:2; walks:2; cleansed:2; mercies:2; offence:2; avoids:2
jw-sermon-112,john-wesley,The Rich Man and Lazarus,sermon,15,4839,0.0347,0,esteemed:5; named:4; says:3; receivedst:3; begged:3; believed:2; circumstances:2; fared:2; crumbs:2; licked:2; nobler:2; discharged:2; stains:2; guests:2; occasioned:2; beggars:2; surprised:2; weaker:2; affords:1; served:1
jw-letter-1778-12-to-mary-bosanquet,john-wesley,12 To Mary Bosanquet,letter,1,202,0.0347,0,Tripp:2; lines:1; retains:1; reached:1; Westall's:1; orphans:1
jw-letter-1788a-01-to-adam-clarke,john-wesley,A 01 To Adam Clarke,letter,1,259,0.0347,0,asked:1; hopes:1; threatened:1; reigneth:1; specifying:1; eyewitnesses:1; staying:1; maidens:1; Queteville's:1
jw-treatise-letter-to-mr-potter,john-wesley,Treatise Letter To Mr Potter,treatise,9,3109,0.0347,0,began:5; prejudices:5; allowed:2; terms:2; tongues:2; healed:2; enlightens:2; sentiments:2; claiming:2; bringeth:2; ancestors:2; believes:2; motions:2; inspira:2; tion:2; lines:1; repeats:1; Osborn:1; exchanged:1; toge:1
jw-letters-1750,john-wesley,Letters 1750,letter,76,25650,0.0347,0,deposes:19; began:9; replied:8; facts:8; deponent's:8; motives:7; says:7; expressions:7; riots:7; writings:6; believed:6; bruised:6; abused:6; assaulted:6; asked:6; quotations:5; lines:5; terms:5; allowed:5; walked:5
cw-duke-hymns-and-sacred-poems-1749-vol-2,charles-wesley,Hymns and Sacred Poems (1749) Vol 2,hymn-collection,173,64815,0.0347,0,edn:108; precursors:63; underlined:63; burthen:33; knowst:24; promis'd:21; bestow'd:17; fears:17; heart's:16; forgiven:15; wings:14; calling's:14; wants:14; mercies:14; steps:13; soul's:13; redeeming:13; footsteps:11; storms:11; lips:11
cw-062-isaiah-35,charles-wesley,062 Isaiah 35,hymn,1,491,0.0346,0,wilds:1; sweets:1; desarts:1; Gladsom:1; hallelujahs:1; Carmel's:1; stores:1; Sharon's:1; abjects:1; glories:1; knees:1; tongues:1; parch'd:1; gush'd:1; tempers:1; Babes:1; footsteps:1
jw-letter-1777-20-to-ann-bolton,john-wesley,20 To Ann Bolton,letter,1,260,0.0346,0,deserts:1; forsakes:1; existed:1; observed:1; suggestions:1; injections:1; endureth:1; troubles:1; molded:1
jw-letter-1789a-38-to-peard-dickinson,john-wesley,A 38 To Peard Dickinson,letter,1,231,0.0346,0,delays:1; baptizing:1; administering:1; intends:1; believes:1; steps:1; connived:1; choicest:1
jw-sermon-028,john-wesley,Upon Our Lord's Sermon on the Mount VIII,sermon,23,7451,0.0345,0,thieves:6; purposes:6; affections:5; devotions:4; necessaries:4; employments:3; tempers:3; seeks:3; larger:3; pleasures:3; performed:2; required:2; fears:2; doubts:2; lookest:2; lowest:2; returns:2; procuring:2; circumstances:2; boulomenoi:2
jw-sermon-093,john-wesley,On Redeeming the Time,sermon,11,3707,0.0345,0,redeeming:7; requires:5; Redeeming:3; observed:3; earlier:3; hurts:3; chooses:3; vigour:2; objected:2; wants:2; waked:2; degrees:2; symptoms:2; appetites:2; breeds:2; devotions:2; animals:2; duties:2; tempers:2; says:1
cw-hymns-1780,charles-wesley,A Collection of Hymns (1780),hymn-collection,453,148384,0.0345,0,forgiven:52; wings:48; reigns:44; redeeming:39; fears:38; mercies:38; know'st:35; glories:33; promised:33; cm:29; atoning:27; tongues:26; worlds:24; lips:24; wants:24; bestow'd:22; adored:22; world's:21; footsteps:20; paths:19
jw-letter-1737-12-to-mr-verelst-accountant-to-the-georgia-trustees,john-wesley,12 To Mr Verelst Accountant To The Georgia Trustees,letter,1,87,0.0345,0,boxes:1; bundles:1; can't:1
jw-letter-1770-37-to-joseph-benson,john-wesley,37 To Joseph Benson,letter,3,927,0.0345,0,tempers:3; neighbour:2; objections:2; Keard:1; Wootton:1; pounds:1; says:1; boys:1; hazards:1; qualities:1; weaknesses:1; mea:1; discrepat:1; illi:1; vox:1; burthen:1; people's:1; prejudices:1; makers:1; expressions:1
jw-treatise-serious-thoughts-perseverance-of-saints,john-wesley,Treatise Serious Thoughts Perseverance Of Saints,treatise,16,5867,0.0344,0,branches:14; pollutions:9; escaped:8; implied:6; purifies:5; produces:5; endued:4; says:4; lovingkindness:4; believes:4; purchased:3; turneth:3; committeth:3; follows:3; termed:3; runs:3; granted:2; lips:2; relates:2; implies:2
jw-treatise-sufficient-answer-to-theron-and-aspasio,john-wesley,Treatise Sufficient Answer To Theron And Aspasio,treatise,9,3257,0.0344,0,believes:6; finds:3; opponents:3; Flavel:2; enjoyments:2; required:2; dwelleth:2; neighbour:2; neque:2; Francis's:2; admirers:1; objections:1; wilful:1; shuts:1; founded:1; pretence:1; supposes:1; began:1; laboured:1; circumlocutions:1
jw-letters-1751,john-wesley,Letters 1751,letter,69,24190,0.0344,0,says:14; proofs:10; writings:9; disciples:8; observed:7; quotations:7; passages:7; doubts:7; quarrels:7; charges:6; conflicts:6; impressions:6; follows:5; believed:5; increases:5; hearers:5; sentences:5; errors:5; affirmed:4; causes:4
jw-means-of-grace,john-wesley,The Means of Grace,sermon,19,5968,0.0343,0,ordinances:13; merits:4; asking:4; objected:4; conveying:3; they're:3; hasn't:3; promised:3; begins:3; believed:2; began:2; didn't:2; channels:2; depends:2; doeth:2; Scripture's:2; pleaseth:2; bringeth:2; adds:2; needeth:2
jw-sermon-088,john-wesley,On Dress,sermon,14,4634,0.0343,0,adorning:8; adorned:6; pearls:5; putting:4; professing:4; terms:4; tends:3; minds:2; trifles:2; observed:2; fears:2; forbids:2; Eutrapelus:2; drinks:2; ornaments:2; warned:2; plainest:2; profited:2; increased:2; hats:2
jw-letter-1762-17-to-ebenezer-blackwell,john-wesley,17 To Ebenezer Blackwell,letter,1,379,0.0343,0,rewarded:1; hinted:1; pounds:1; banker's:1; procuring:1; sureties:1; Levellers:1; escaped:1; proprietors:1; tenants:1; moment's:1; retained:1; minds:1
jw-letter-1779-16-to-hannah-ball,john-wesley,16 To Hannah Ball,letter,1,204,0.0343,0,hopes:1; exhortations:1; became:1; desisted:1; subscribed:1; undertaken:1; dimensions:1
jw-letter-1734-02-to-richard-morgan,john-wesley,02 To Richard Morgan,letter,5,1608,0.0342,0,promised:3; avoids:2; avoided:2; prayedst:2; tempers:2; proceeded:1; kinder:1; dispositions:1; pressed:1; Batteley:1; characters:1; Hulton:1; attends:1; omits:1; runs:1; uses:1; viz:1; terms:1; depends:1; deepest:1
jw-letter-1784b-15-to-mrs-johnson,john-wesley,B 15 To Mrs Johnson,letter,2,732,0.0342,0,skirts:1; providences:1; disjoined:1; erected:1; exercised:1; Assemblies:1; presbyters:1; importuned:1; ordaining:1; refused:1; belonged:1; scruples:1; appointing:1; laborers:1; baptizing:1; administering:1; differing:1; constituted:1; congregations:1; guiding:1
jw-letter-1790b-10-to-his-niece-sarah-wesley,john-wesley,B 10 To His Niece Sarah Wesley,letter,1,263,0.0342,0,hopes:2; healed:1; prescribed:1; Prysick:1; prescribes:1; Hunham:1; More's:1; Wsslay:1
jw-treatise-short-method-of-converting-roman-catholics,john-wesley,Treatise Short Method Of Converting Roman Catholics,treatise,5,1784,0.0342,0,instruments:3; selves:2; asked:2; affections:2; abstained:2; overcame:2; methods:1; seduced:1; errors:1; willeth:1; pursued:1; vigour:1; attained:1; holiest:1; wisest:1; belongs:1; requires:1; observed:1; stition:1; holier:1
jw-letter-1787-35-to-thomas-funnell,john-wesley,35 To Thomas Funnell,letter,1,88,0.0341,0,Funnell:1; holders:1; dwelleth:1
jw-sermon-113,john-wesley,Sermon 113,sermon,12,3556,0.034,0,senses:14; objects:5; know'st:3; stars:2; terms:2; instruments:2; affections:2; sitteth:2; ordinances:2; passeth:2; comprehends:1; sums:1; witnessing:1; trespasses:1; quickened:1; exercised:1; larger:1; discerned:1; Materialists:1; filleth:1
jw-letter-1726-05-to-his-brother-samuel,john-wesley,05 To His Brother Samuel,letter,7,1911,0.034,0,offence:3; asked:2; walked:2; promised:2; became:1; methods:1; failed:1; controverted:1; facts:1; objections:1; granted:1; praecognita:1; praeconcessa:1; miscarriages:1; shows:1; expressions:1; sentences:1; hominem:1; forma:1; mentions:1
jw-letter-1748-04-to-mrs-jones-of-fonmon-castle,john-wesley,04 To Mrs Jones Of Fonmon Castle,letter,1,147,0.034,0,complaints:1; shortest:1; thinks:1; copies:1; Llanbradach:1
jw-letter-1768-06-to-samuel-levick,john-wesley,06 To Samuel Levick,letter,1,147,0.034,0,debts:2; freemen:1; mites:1; subscribed:1
jw-letter-1777-42-to-his-wife,john-wesley,42 To His Wife,letter,2,412,0.034,0,terms:4; papers:2; circumstances:1; seemed:1; copies:1; triumphed:1; stumbled:1; wrongs:1; esteemed:1; asked:1
jw-letter-1788a-61-to-mrs-fletcher,john-wesley,A 61 To Mrs Fletcher,letter,1,206,0.034,0,transmitting:1; papers:1; preparing:1; understands:1; hopes:1; purposes:1; Committing:1
cw-duke-hymns-from-jeremiah-1745,charles-wesley,Hymns from Jeremiah (1745),hymn,3,412,0.034,0,copies:6; contains:2; brothers:2; survived:2; pamphlets:2
jw-sermon-055,john-wesley,On the Trinity,sermon,9,3005,0.0339,0,copies:5; truths:3; cited:3; says:3; terms:2; erro:2; facts:2; requires:2; honours:2; pressed:1; disadvantages:1; assertors:1; mistakes:1; fundamentals:1; concerns:1; contained:1; shows:1; endeavored:1; darkened:1; explainers:1
cw-041-to-be-sung-at-work,charles-wesley,041 To Be Sung At Work,hymn,1,118,0.0339,0,employ'd:1; cares:1; engag'd:1; gav'st:1
jw-letter-1731-05-to-mrs-pendarves,john-wesley,05 To Mrs Pendarves,letter,3,679,0.0339,0,recommended:2; affections:2; shows:2; changes:1; assisted:1; stains:1; harsher:1; moments:1; preserving:1; observes:1; objects:1; injunctions:1; pursuing:1; methods:1; endeavors:1; replies:1; enjoyed:1; endeavored:1; approves:1; acknowledgements:1
jw-letter-1790a-03-to-thomas-mcgeary,john-wesley,A 03 To Thomas Mcgeary,letter,1,177,0.0339,0,Funnal:1; thinks:1; senses:1; behaved:1; illmatured:1; Bradily:1
jw-letter-1790b-26-to-thomas-taylor,john-wesley,B 26 To Thomas Taylor,letter,1,118,0.0339,0,can't:1; cured:1; endured:1; pounds:1
jw-letter-1759-01-to-samuel-furly-london-february-17-1759,john-wesley,01 To Samuel Furly London February 17 1759,letter,1,296,0.0338,0,ranks:1; stationed:1; Renninghall:1; prospers:1; became:1; volumes:1; spared:1; Pilgrim's:1; observed:1; straitened:1
jw-letter-1762-24-to-thomas-maxfield,john-wesley,24 To Thomas Maxfield,letter,3,1037,0.0338,0,affirming:3; overvaluing:2; tends:2; insisting:1; preceded:1; followed:1; writings:1; depreciating:1; brothers:1; feelings:1; impressions:1; magnifying:1; valuing:1; contradistinguished:1; mercies:1; longsuffering:1; admonishes:1; shuddering:1; tempers:1; appointing:1
jw-letter-1789a-21-to-sarah-mallet,john-wesley,A 21 To Sarah Mallet,letter,1,148,0.0338,0,premeditated:1; hedged:1; circumstances:1; censured:1; surprised:1
jw-treatise-minutes-of-several-conversations,john-wesley,Treatise Minutes Of Several Conversations,treatise,43,16104,0.0338,0,tion:10; pounds:8; hearers:6; observed:5; premises:5; proposed:4; tickets:4; neglected:4; recommended:4; unbelievers:4; expelled:4; named:4; suppers:4; buying:3; entitled:3; says:3; tempers:3; selves:3; wisest:3; o'clock:3
cw-duke-family-hymns-1767,charles-wesley,Family Hymns (1767),hymn-collection,84,31843,0.0338,0,fears:18; forgiven:17; bestow'd:16; pard'ning:11; redeeming:11; mercies:10; creature's:10; variants:10; know'st:9; burthen:9; promis'd:8; opprest:8; soul's:8; heart's:8; steps:7; offence:7; knowst:7; pangs:7; edns:7; vows:6
jw-letter-1760-19-to-john-trembath-cork-august-17-1760,john-wesley,19 To John Trembath Cork August 17 1760,letter,2,594,0.0337,0,hurts:3; wronging:1; Siberton:1; mistakes:1; respects:1; abstaining:1; allowed:1; seemed:1; offence:1; exposing:1; foibles:1; hearers:1; tends:1; betrayed:1; adhering:1; abhors:1; neglecting:1; omitting:1
jw-letter-1777-62-to-william-ripley,john-wesley,62 To William Ripley,letter,1,89,0.0337,0,Driffield:1; plasters:1; mindedness:1
jw-letter-1787-02-to-john-ogilvie,john-wesley,02 To John Ogilvie,letter,1,89,0.0337,0,Crook's:1; contrived:1; ensuing:1
jw-letter-1788a-22-to-jasper-winscom,john-wesley,A 22 To Jasper Winscom,letter,1,89,0.0337,0,receives:1; braves:1; occurs:1
jw-letter-1788a-33-to-his-niece-sarah-wesley,john-wesley,A 33 To His Niece Sarah Wesley,letter,1,208,0.0337,0,vomited:1; brother's:1; crusts:1; swallowing:1; applying:1; slices:1; se'nnight:1
jw-letter-1789b-25-to-his-nephew-samuel-wesley,john-wesley,B 25 To His Nephew Samuel Wesley,letter,1,89,0.0337,0,o'clock:1; purposes:1; brother's:1
jw-treatise-letter-to-friend-concerning-tea,john-wesley,Treatise Letter To Friend Concerning Tea,treatise,14,5100,0.0337,0,offence:7; cheaper:5; herbs:4; says:4; impaired:3; wants:3; proposed:3; standeth:3; motives:2; urged:2; quently:2; hurts:2; wanted:2; families:2; Objec:2; tions:2; weakened:2; agrees:2; abstaining:2; viz:2
jw-sermon-009,john-wesley,The Spirit of Bondage and of Adoption,sermon,20,5980,0.0336,0,fears:4; awakened:4; fights:4; termed:3; repenting:3; hears:3; sinning:3; ends:3; attained:2; wallowing:2; imports:2; doeth:2; faculties:2; opiates:2; walks:2; touches:2; degrees:2; perceives:2; begins:2; abhors:2
cw-020-acts-14,charles-wesley,020 Acts 14,hymn,1,238,0.0336,0,edn:4; Darksom:1; glimm'ring:1; promis'd:1; forgiven:1
cw-083-in-temptation,charles-wesley,083 In Temptation,hymn,1,149,0.0336,0,diedst:2; forgiven:1; redoubled:1; hopes:1
jw-letter-1771-33-to-mary-bishop,john-wesley,33 To Mary Bishop,letter,2,447,0.0336,0,reproveth:1; flattereth:1; offence:1; stifled:1; propositions:1; truths:1; deepest:1; inculcated:1; borrowed:1; remaining:1; reminds:1; lines:1; woes:1; heightening:1; burthen:1
jw-letter-1775-79-to-elizabeth-ritchie,john-wesley,79 To Elizabeth Ritchie,letter,1,149,0.0336,0,says:1; deliverances:1; enabled:1; persuasions:1; esteemed:1
jw-letter-1776-54-to-members-and-friends-of-the-methodist-societies,john-wesley,54 To Members And Friends Of The Methodist Societies,letter,1,238,0.0336,0,pounds:2; subscribed:1; ensuing:1; pulled:1; granted:1; Cowland:1; Folgham:1
jw-treatise-collection-of-forms-of-prayer,john-wesley,Treatise Collection Of Forms Of Prayer,treatise,40,15127,0.0336,0,mercies:13; affections:7; necessities:7; madest:6; neighbour:6; relating:6; infirmities:6; benefits:5; redeemed:5; merits:5; scourged:5; wants:5; senses:4; brothers:4; seemeth:4; instructing:4; instruments:4; necessaries:4; ascribed:4; benefactors:4
jw-sermon-013,john-wesley,On Sin in Believers,sermon,16,5130,0.0335,0,says:11; babes:8; cleansed:6; renewed:5; purified:4; tempers:4; exhorted:4; lusteth:3; affirms:3; implies:3; consequences:3; affections:3; lusting:3; believes:2; observed:2; principalities:2; jronhma:2; sarkos:2; allowed:2; runs:2
jw-sermon-074,john-wesley,Of the Church,sermon,12,3852,0.0335,0,congregations:9; implies:5; sacraments:5; includes:4; endued:3; endeavouring:2; mentions:2; larger:2; directing:2; uses:2; cited:2; longsuffering:2; burdens:2; ensuing:1; termed:1; signifies:1; containing:1; assembling:1; purchased:1; shows:1
jw-letter-1727-01-to-his-mother,john-wesley,01 To His Mother,letter,3,717,0.0335,0,Brutorum:1; Caesare:1; truths:1; centuries:1; allowed:1; argued:1; beasts:1; disputed:1; replied:1; criticized:1; controversies:1; Beeching:1; rewards:1; attaining:1; rewarded:1; registers:1; butit:1; Gunn:1; Octoboer:1; Weeksy:1
jw-letter-1736-09-to-general-oglethorpe,john-wesley,09 To General Oglethorpe,letter,1,179,0.0335,0,represented:1; can't:1; countrymen:1; excepted:1; empanelled:1; breaches:1
jw-letter-1747-01-to-ebenezer-blackwell,john-wesley,01 To Ebenezer Blackwell,letter,1,179,0.0335,0,patients:1; increases:1; suffered:1; respects:1; Blackwells:1; other's:1
jw-letter-1763-23-to-christopher-hopper,john-wesley,23 To Christopher Hopper,letter,1,179,0.0335,0,inclined:1; misunderstandings:1; named:1; farmer's:1; became:1; requires:1
jw-letter-1784a-29-to-william-black,john-wesley,A 29 To William Black,letter,1,358,0.0335,0,INVENESS:1; hopes:1; emigrants:1; designs:1; instruments:1; imparting:1; writings:1; Alline's:1; convinces:1; justifies:1; another's:1; burdens:1
jw-sermon-141,john-wesley,Sermon 141,sermon,18,5514,0.0334,0,became:4; precepts:3; bestowed:3; proposed:3; hopes:3; promised:2; pretenders:2; animals:2; defects:2; miseries:2; faculties:2; seemed:2; entitled:2; endued:2; quickening:2; labours:2; granted:2; degrees:2; infirmities:2; renouncing:2
jw-letter-1737-03-to-general-oglethorpe,john-wesley,03 To General Oglethorpe,letter,2,659,0.0334,0,apprehended:1; misinformed:1; asserted:1; marred:1; faults:1; blemishes:1; appreciated:1; transacted:1; protested:1; charged:1; misapplying:1; moneys:1; entrusted:1; governs:1; promoting:1; benefits:1; favors:1; redeemed:1; lowest:1; withholdest:1
